iModulon,Gene
Magnesium,borD
Magnesium,ompT
Magnesium,ybjG
Magnesium,ybjX
Magnesium,phoP
Magnesium,iraM
Magnesium,ydeT
Magnesium,rstA
Magnesium,rstB
Magnesium,slyB
Magnesium,yoaE
Magnesium,yebO
Magnesium,mgrB
Magnesium,pmrD
Magnesium,mgtA
Magnesium,opgB
Magnesium,yoaL
Nitrate/Nitrite,narK
Nitrate/Nitrite,narH
Nitrate/Nitrite,narJ
Nitrate/Nitrite,narI
Nitrate/Nitrite,yeaR
Nitrate/Nitrite,napA
Nitrate/Nitrite,napD
Nitrate/Nitrite,napF
Nitrate/Nitrite,nirB
glrR KO,ydfA
glrR KO,glnB
glrR KO,glrR
glrR KO,ubiK
glrR KO,xylB
glrR KO,xylA
glrR KO,xylE
Fnr-1,dcuC
Fnr-1,dmsA
Fnr-1,dmsB
Fnr-1,dmsC
Fnr-1,pflB
Fnr-1,ompW
Fnr-1,yciE
Fnr-1,yciF
Fnr-1,fdnG
Fnr-1,ynfE
Fnr-1,ynfF
Fnr-1,ynfG
Fnr-1,ynfH
Fnr-1,ynfM
Fnr-1,ydjY
Fnr-1,ydjZ
Fnr-1,ynjA
Fnr-1,ynjE
Fnr-1,yoaG
Fnr-1,yeaR
Fnr-1,alaE
Fnr-1,hypB
Fnr-1,hypC
Fnr-1,hypD
Fnr-1,hypE
Fnr-1,hybB
Fnr-1,hybA
Fnr-1,ubiV
Fnr-1,nirD
Fnr-1,nirC
Fnr-1,feoA
Fnr-1,feoC
Fnr-1,nikA
Fnr-1,ccp
Fnr-1,fumB
Fnr-1,dcuB
Fnr-1,frdD
Fnr-1,frdC
Fnr-1,frdB
Fnr-1,frdA
Fnr-1,nrdG
Fnr-1,nrdD
Fnr-1,yjiL
Fnr-1,yjiM
Fnr-1,yjjW
Fnr-1,ybgU
Pyrimidine,carA
Pyrimidine,carB
Pyrimidine,caiF
Pyrimidine,codB
Pyrimidine,codA
Pyrimidine,pyrD
Pyrimidine,pyrC
Pyrimidine,uraA
Pyrimidine,upp
Pyrimidine,ridA
Pyrimidine,pyrI
Pyrimidine,pyrB
Pyrimidine,pyrL
Zinc-2,zraP
NRZ,narV
NRZ,narW
NRZ,narY
NRZ,narZ
NRZ,narU
NRZ,ymdF
nquinone ALE 3,mog
nquinone ALE 3,pdhR
nquinone ALE 3,map
nquinone ALE 3,yajQ
nquinone ALE 3,ppiB
nquinone ALE 3,nfsB
nquinone ALE 3,trxB
nquinone ALE 3,mgsA
nquinone ALE 3,yccA
nquinone ALE 3,ycfJ
nquinone ALE 3,slyB
nquinone ALE 3,punC
nquinone ALE 3,tsuA
nquinone ALE 3,yeiP
nquinone ALE 3,yfcZ
nquinone ALE 3,ptsP
nquinone ALE 3,rppH
nquinone ALE 3,rpmA
nquinone ALE 3,rplU
nquinone ALE 3,gltF
nquinone ALE 3,nfuA
nquinone ALE 3,yibL
nquinone ALE 3,rbsD
nquinone ALE 3,ubiC
nquinone ALE 3,efp
nquinone ALE 3,ppa
RpoE,degP
RpoE,ybfG
RpoE,yeaY
RpoE,cutC
RpoE,yfeK
RpoE,yfeS
RpoE,yfeY
RpoE,rseC
RpoE,rseB
RpoE,rseA
RpoE,rpoE
RpoE,ygiM
RpoE,yhjJ
Cellulose,caiF
Cellulose,leuO
Cellulose,yagU
Cellulose,yahD
Cellulose,yahN
Cellulose,yahO
Cellulose,iraP
Cellulose,phoA
Cellulose,ykiA
Cellulose,maa
Cellulose,hha
Cellulose,fetA
Cellulose,ybcW
Cellulose,ybcY
Cellulose,mdfA
Cellulose,ybjL
Cellulose,ybjM
Cellulose,aqpZ
Cellulose,ybjD
Cellulose,ycaN
Cellulose,ycaK
Cellulose,zapC
Cellulose,cspG
Cellulose,ymdA
Cellulose,ymdB
Cellulose,yceI
Cellulose,yceJ
Cellulose,bssS
Cellulose,bluR
Cellulose,bluF
Cellulose,ymgD
Cellulose,ycgJ
Cellulose,chaA
Cellulose,chaB
Cellulose,tdk
Cellulose,kch
Cellulose,mppA
Cellulose,pinR
Cellulose,ydcL
Cellulose,dosP
Cellulose,dosC
Cellulose,dgcZ
Cellulose,hdhA
Cellulose,cnu
Cellulose,ydiP
Cellulose,ppsR
Cellulose,spy
Cellulose,ftnB
Cellulose,ftnA
Cellulose,yecF
Cellulose,hprS
Cellulose,hprR
Cellulose,yehR
Cellulose,mepS
Cellulose,nudI
Cellulose,yfdK
Cellulose,yffB
Cellulose,yfiR
Cellulose,dgcN
Cellulose,yfiB
Cellulose,stpA
Cellulose,iap
Cellulose,casE
Cellulose,casD
Cellulose,casC
Cellulose,glcA
Cellulose,yhcF
Cellulose,yhdV
Cellulose,yhjB
Cellulose,bcsQ
Cellulose,yhjR
Cellulose,bcsE
Cellulose,bcsF
Cellulose,bcsG
Cellulose,pyrE
Cellulose,nlpA
Cellulose,yihG
Cellulose,yiiS
Cellulose,uspD
Cellulose,yjbE
Cellulose,rdcA
Cellulose,adiC
Cellulose,adiY
Cellulose,cadC
Cellulose,pyrL
Cellulose,yjhD
Cellulose,nanM
Cellulose,yjiT
Cellulose,bglJ
Cellulose,ydbA
Cellulose,gnsA
Cellulose,ymiA
Cellulose,yciX
Cellulose,yicS
Cellulose,yjhZ
Phosphate-1,phoE
Phosphate-1,phoA
Phosphate-1,phoB
Phosphate-1,phoU
Phosphate-1,pstB
Phosphate-1,pstA
Phosphate-1,pstC
Phosphate-1,pstS
Salicylic Acid,bhsA
Salicylic Acid,marR
Salicylic Acid,marA
Salicylic Acid,marB
Salicylic Acid,yhcN
Salicylic Acid,aaeB
Salicylic Acid,aaeA
Salicylic Acid,aaeX
Salicylic Acid,ybdD
ymgI,ymgG
ymgI,ymgI
ymgI,ymgJ
ymgI,ybgU
Galactose,galM
Galactose,galK
Galactose,galT
Galactose,galE
Galactose,mglC
Galactose,mglA
Galactose,mglB
Galactose,galS
Galactose,galP
Galactose,sgrT
trxC Del,yfiF
trxC Del,trxC
trxC Del,tapT
ArcA,pdhR
ArcA,acnB
ArcA,gcd
ArcA,betB
ArcA,betI
ArcA,betT
ArcA,prpR
ArcA,mhpR
ArcA,cyoA
ArcA,ylaC
ArcA,ybcV
ArcA,ybcW
ArcA,appY
ArcA,gltA
ArcA,sdhC
ArcA,cydA
ArcA,cydB
ArcA,modF
ArcA,bssR
ArcA,ybjM
ArcA,focA
ArcA,putA
ArcA,phoH
ArcA,icd
ArcA,bluF
ArcA,ymgA
ArcA,dadA
ArcA,dadX
ArcA,ompW
ArcA,acnA
ArcA,puuA
ArcA,puuD
ArcA,ynaJ
ArcA,feaR
ArcA,aldA
ArcA,ydcI
ArcA,ydgC
ArcA,fumC
ArcA,fumA
ArcA,yeaC
ArcA,msrB
ArcA,yehD
ArcA,mglA
ArcA,mglB
ArcA,yeiQ
ArcA,yejG
ArcA,mqo
ArcA,nuoA
ArcA,argT
ArcA,fadI
ArcA,ndk
ArcA,hcaR
ArcA,trxC
ArcA,kgtP
ArcA,yqeF
ArcA,yqeI
ArcA,glcC
ArcA,kefB
ArcA,kefG
ArcA,nudE
ArcA,feoA
ArcA,feoB
ArcA,glpE
ArcA,ugpB
ArcA,yhjE
ArcA,dctA
ArcA,lldP
ArcA,lldR
ArcA,lldD
ArcA,rarD
ArcA,yigI
ArcA,fadB
ArcA,fdoG
ArcA,sthA
ArcA,rsd
ArcA,ytfF
ArcA,yjiJ
ArcA,yjiR
ArcA,yohO
ArcA,mntS
ArcA,ybgU
yceO,yceO
Potassium,kdpE
Potassium,kdpD
Potassium,kdpC
Potassium,kdpB
Potassium,kdpA
ROS TALE Del-1,yhhH
ROS TALE Del-1,yhhJ
ROS TALE Del-1,rbbA
ROS TALE Del-1,yhiI
ROS TALE Del-1,yhiN
ROS TALE Del-1,pitA
ROS TALE Del-1,uspB
ROS TALE Del-1,uspA
ROS TALE Del-1,dtpB
ROS TALE Del-1,rsmJ
ROS TALE Del-1,prlC
ROS TALE Del-1,rlmJ
ROS TALE Del-1,gor
ROS TALE Del-1,arsC
cyoB/kdpE/qseB KO,cyoE
cyoB/kdpE/qseB KO,cyoD
cyoB/kdpE/qseB KO,cyoC
cyoB/kdpE/qseB KO,cyoB
cyoB/kdpE/qseB KO,cyoA
cyoB/kdpE/qseB KO,qseB
cyoB/kdpE/qseB KO,qseC
cyoB/kdpE/qseB KO,mdtL
Isc System,sseB
Isc System,pepB
Isc System,iscX
Isc System,fdx
Isc System,hscA
Isc System,hscB
Isc System,iscA
Isc System,iscU
Isc System,iscS
Isc System,iscR
Isc System,nfuA
Thiamine-2,thiP
Thiamine-2,thiB
Thiamine-2,bhsA
Thiamine-2,yegX
Thiamine-2,thiD
Thiamine-2,thiM
crp KO-1,gcd
crp KO-1,tsx
crp KO-1,rhlE
crp KO-1,ybiJ
crp KO-1,ybiV
crp KO-1,bhsA
crp KO-1,yneE
crp KO-1,ydeA
crp KO-1,ydhP
crp KO-1,ydiH
crp KO-1,yedJ
crp KO-1,drpB
crp KO-1,guaB
crp KO-1,raiA
crp KO-1,mscS
crp KO-1,yhcN
crp KO-1,crp
crp KO-1,tsgA
crp KO-1,pck
crp KO-1,nepI
crp KO-1,psiE
crp KO-1,yjcB
crp KO-1,proP
crp KO-1,arcA
SSW SNPs,mbiA
SSW SNPs,yaaI
SSW SNPs,ykfI
SSW SNPs,yafW
SSW SNPs,ykfG
SSW SNPs,yafX
SSW SNPs,ykfF
SSW SNPs,yafZ
SSW SNPs,insF1
SSW SNPs,yahH
SSW SNPs,acrR
SSW SNPs,insF3
SSW SNPs,rzpD
SSW SNPs,citG
SSW SNPs,citE
SSW SNPs,ybeF
SSW SNPs,ybgO
SSW SNPs,ssuE
SSW SNPs,insB4
SSW SNPs,yccM
SSW SNPs,yceK
SSW SNPs,yceQ
SSW SNPs,ymfJ
SSW SNPs,ymfT
SSW SNPs,ymfL
SSW SNPs,ymfR
SSW SNPs,ychS
SSW SNPs,rzpR
SSW SNPs,hslJ
SSW SNPs,insI2
SSW SNPs,yddH
SSW SNPs,yneG
SSW SNPs,marB
SSW SNPs,pinQ
SSW SNPs,ydfV
SSW SNPs,insD7
SSW SNPs,ynfE
SSW SNPs,ydjO
SSW SNPs,ynjI
SSW SNPs,pphA
SSW SNPs,yecT
SSW SNPs,araG
SSW SNPs,intG
SSW SNPs,yeeT
SSW SNPs,cbeA
SSW SNPs,cbtA
SSW SNPs,insF5
SSW SNPs,yehW
SSW SNPs,arnF
SSW SNPs,yfeS
SSW SNPs,eutB
SSW SNPs,yfiM
SSW SNPs,yfjU
SSW SNPs,yfjX
SSW SNPs,yfjZ
SSW SNPs,yqgC
SSW SNPs,yqgD
SSW SNPs,yghE
SSW SNPs,ttdT
SSW SNPs,aaeA
SSW SNPs,aaeX
SSW SNPs,gspK
SSW SNPs,gspL
SSW SNPs,gspO
SSW SNPs,yhfU
SSW SNPs,insB6
SSW SNPs,bglF
SSW SNPs,yifB
SSW SNPs,cyaY
SSW SNPs,arpA
SSW SNPs,phnL
SSW SNPs,yjeJ
SSW SNPs,yjeO
SSW SNPs,ytfA
SSW SNPs,ytfP
SSW SNPs,insD6
SSW SNPs,yjhF
SSW SNPs,sgcQ
SSW SNPs,sgcX
SSW SNPs,bglJ
SSW SNPs,yjjY
SSW SNPs,hokA
SSW SNPs,yeiW
SSW SNPs,yafF
SSW SNPs,ykfH
SSW SNPs,yohO
SSW SNPs,topAI
SSW SNPs,yaiT
SSW SNPs,ynaM
yafF,yafF
NtrC-2,glnK
NtrC-2,amtB
NtrC-2,bhsA
NtrC-2,ddpX
NtrC-2,yedL
NtrC-2,nac
NtrC-2,yhdW
NtrC-2,glnG
NtrC-2,glnL
NtrC-2,glnA
DNA Damage,polB
DNA Damage,dinB
DNA Damage,uvrB
DNA Damage,sulA
DNA Damage,dinI
DNA Damage,umuD
DNA Damage,umuC
DNA Damage,ydjM
DNA Damage,cho
DNA Damage,yebF
DNA Damage,yebG
DNA Damage,recN
DNA Damage,recX
DNA Damage,recA
DNA Damage,dinD
DNA Damage,lexA
DNA Damage,dinF
DNA Damage,uvrA
UC-3,gcd
UC-3,cdaR
UC-3,malZ
UC-3,cstA
UC-3,cspD
UC-3,ompF
UC-3,ynfM
UC-3,asr
UC-3,uidC
UC-3,uidB
UC-3,uidA
UC-3,uidR
UC-3,fadD
UC-3,mtfA
UC-3,mglC
UC-3,mglA
UC-3,mglB
UC-3,yeiQ
UC-3,fadJ
UC-3,fadI
UC-3,fadL
UC-3,csiE
UC-3,hcaR
UC-3,ygaY
UC-3,kduI
UC-3,yqeF
UC-3,ebgC
UC-3,uxaA
UC-3,uxaC
UC-3,kbaZ
UC-3,agaV
UC-3,nanA
UC-3,tsgA
UC-3,yhfZ
UC-3,pck
UC-3,malQ
UC-3,malP
UC-3,malT
UC-3,treF
UC-3,mtlA
UC-3,mtlD
UC-3,mtlR
UC-3,dinD
UC-3,mdtL
UC-3,fadA
UC-3,fadB
UC-3,glpK
UC-3,glpF
UC-3,yjcB
UC-3,ybdD
UC-3,sgrT
YieP,ykgE
YieP,ykgF
YieP,ykgG
YieP,dauA
YieP,cfa
YieP,yohJ
YieP,yohK
YieP,cdd
YieP,yieP
YieP,adiY
Nitrogen,codB
Nitrogen,cynR
Nitrogen,ybeQ
Nitrogen,ompF
Nitrogen,abgR
Nitrogen,feaR
Nitrogen,ydcS
Nitrogen,ydcT
Nitrogen,ydcU
Nitrogen,ydcV
Nitrogen,patD
Nitrogen,yedL
Nitrogen,shiA
Nitrogen,nac
Nitrogen,gabD
Nitrogen,gabT
Nitrogen,gabP
Nitrogen,glaR
Nitrogen,guaD
Nitrogen,serA
Nitrogen,ygiL
Nitrogen,gltB
Nitrogen,gltD
Nitrogen,nanA
Nitrogen,gspC
Nitrogen,gspE
Nitrogen,yrhB
Nitrogen,yhjE
Nitrogen,asnA
Nitrogen,cycA
Nitrogen,ghxQ
Nitrogen,ymdG
UC-6,pdhR
UC-6,panD
UC-6,yoaC
UC-6,yebV
UC-6,sbmC
UC-6,yeiS
UC-6,ygaM
UC-6,yhaH
UC-6,rraA
UC-6,ynfO
UC-6,sgrT
Leu/Val/Ile,thrB
Leu/Val/Ile,thrC
Leu/Val/Ile,yaaX
Leu/Val/Ile,nadA
Leu/Val/Ile,pnuC
Leu/Val/Ile,nadB
Leu/Val/Ile,ilvM
Leu/Val/Ile,ilvE
Leu/Val/Ile,ilvD
Leu/Val/Ile,ilvA
Leu/Val/Ile,ilvG
NDH-1,sodB
NDH-1,mqo
NDH-1,nuoN
NDH-1,nuoM
NDH-1,nuoL
NDH-1,nuoK
NDH-1,nuoJ
NDH-1,nuoI
NDH-1,nuoH
NDH-1,nuoG
NDH-1,nuoF
NDH-1,ubiC
Crp-1,yadI
Crp-1,ykgE
Crp-1,yahN
Crp-1,yaiZ
Crp-1,ybaE
Crp-1,chiP
Crp-1,ybhQ
Crp-1,agp
Crp-1,ymfE
Crp-1,ychH
Crp-1,ompW
Crp-1,pspE
Crp-1,ydcJ
Crp-1,ydcH
Crp-1,rimL
Crp-1,ydcS
Crp-1,yddH
Crp-1,malI
Crp-1,ydiL
Crp-1,ydjF
Crp-1,dmlR
Crp-1,mtfA
Crp-1,yohJ
Crp-1,preT
Crp-1,galS
Crp-1,atoS
Crp-1,glpT
Crp-1,yfaX
Crp-1,pmrD
Crp-1,yfeC
Crp-1,ucpA
Crp-1,raiA
Crp-1,yqcE
Crp-1,fucP
Crp-1,ygeV
Crp-1,yqeC
Crp-1,mocA
Crp-1,glcC
Crp-1,gpr
Crp-1,glgS
Crp-1,ygjR
Crp-1,tdcB
Crp-1,tdcA
Crp-1,yhdU
Crp-1,yhfY
Crp-1,yhfZ
Crp-1,malT
Crp-1,yidF
Crp-1,rbsA
Crp-1,yihL
Crp-1,rhaS
Crp-1,rhaR
Crp-1,alsR
Crp-1,rpiB
Crp-1,melR
Crp-1,aspA
Crp-1,yjfN
Crp-1,bsmA
Crp-1,ytfJ
Crp-1,lgoR
Crp-1,ymjC
yneP,ymfR
yneP,eutN
yneP,yniD
yneP,ymcF
yneP,yncO
yneP,yneP
NtrC-1,glnK
NtrC-1,amtB
NtrC-1,chaC
NtrC-1,ddpF
NtrC-1,ddpD
NtrC-1,ddpC
NtrC-1,ddpB
NtrC-1,ddpA
NtrC-1,ddpX
NtrC-1,ynfM
NtrC-1,astE
NtrC-1,astB
NtrC-1,astD
NtrC-1,astA
NtrC-1,astC
NtrC-1,cbl
NtrC-1,patA
NtrC-1,cycA
Ribose,rbsD
Ribose,rbsA
Ribose,rbsC
Ribose,rbsB
Ribose,rbsK
Dipeptide,fliI
Dipeptide,fliJ
Dipeptide,fliK
Dipeptide,dppF
Dipeptide,dppD
Dipeptide,dppC
Dipeptide,dppB
Dipeptide,dppA
Curli-1,csgG
Curli-1,csgF
Curli-1,csgE
Curli-1,csgD
Curli-1,csgB
Curli-1,csgA
ymiB,ymiB
yjjZ,mntH
yjjZ,yjjZ
Molybdenum,modA
Molybdenum,modB
Molybdenum,modC
Molybdenum,yghW
Molybdenum,uhpT
e14 Del,ymfD
e14 Del,ymfE
e14 Del,lit
e14 Del,intE
e14 Del,xisE
e14 Del,ymfI
e14 Del,ymfJ
e14 Del,ymfK
e14 Del,tfaP
e14 Del,tfaE
e14 Del,mcrA
e14 Del,iraM
e14 Del,crp
e14 Del,icdC
Thr/Ser-1,pdhR
Thr/Ser-1,ndh
Thr/Ser-1,mdtJ
Thr/Ser-1,grcA
Thr/Ser-1,tdcF
Thr/Ser-1,tdcE
Thr/Ser-1,tdcD
Thr/Ser-1,tdcC
Thr/Ser-1,tdcB
Thr/Ser-1,tdcA
Thr/Ser-1,nirC
Thr/Ser-1,uhpT
Thr/Ser-1,dtpC
Thr/Ser-1,cadA
Thr/Ser-1,cadB
Thr/Ser-1,tdcG
Tryptophan,trpA
Tryptophan,trpB
Tryptophan,trpC
Tryptophan,trpD
Tryptophan,trpE
Tryptophan,aroH
Tryptophan,mtr
Tryptophan,tnaA
FHL,hydN
FHL,hycF
FHL,hycE
FHL,hycD
FHL,hycC
FHL,hycB
FHL,hycA
Glycine,ygfF
Glycine,gcvP
Glycine,gcvH
Glycine,gcvT
Glycine,livJ
BW25113,araD
BW25113,araA
BW25113,araB
BW25113,fadE
BW25113,lacZ
BW25113,mhpC
BW25113,mhpD
BW25113,mhpF
BW25113,mhpE
BW25113,mhpT
BW25113,borD
BW25113,fabA
BW25113,pheT
BW25113,pheS
BW25113,fabB
BW25113,pheA
BW25113,trhA
BW25113,pyrE
BW25113,rhaD
BW25113,rhaA
BW25113,rhaT
BW25113,tabA
BW25113,yjgL
BW25113,hsdR
BW25113,yjjB
BW25113,yjjP
ypjJ,rzpR
ypjJ,ydfR
ypjJ,intG
ypjJ,yfaH
ypjJ,yfdT
ypjJ,ynfO
ypjJ,ypjJ
PaaX,paaZ
PaaX,paaA
PaaX,paaB
PaaX,paaC
PaaX,paaD
PaaX,paaE
PaaX,paaF
PaaX,paaG
PaaX,metE
Flagella,ymdA
Flagella,fliI
Flagella,fliJ
Flagella,fliK
SCFA,atoD
SCFA,atoA
SCFA,atoE
SCFA,atoB
YgeV,xdhA
YgeV,xdhB
YgeV,ygeW
YgeV,ygeX
YgeV,ygeY
YgeV,hyuA
YgeV,ygfK
YgeV,ssnA
YgeV,ygfM
YgeV,xdhD
YgeV,ygfT
YgeV,uacT
YgeV,cpxR
pts ALE,yaaX
pts ALE,mltD
pts ALE,yajI
pts ALE,opgC
pts ALE,yceB
pts ALE,bhsA
pts ALE,ycfT
pts ALE,ydcF
pts ALE,bdm
pts ALE,chbR
pts ALE,ynjI
pts ALE,rcsA
pts ALE,yodB
pts ALE,wzzB
pts ALE,gnd
pts ALE,galF
pts ALE,yegS
pts ALE,dedA
pts ALE,epmC
pts ALE,yfdC
pts ALE,ptsH
pts ALE,ptsI
pts ALE,crr
pts ALE,iap
pts ALE,srsR
pts ALE,yggE
pts ALE,mlaB
pts ALE,mlaC
pts ALE,degQ
pts ALE,fkpA
pts ALE,crp
pts ALE,uhpT
pts ALE,treR
pts ALE,iraD
pts ALE,ymiA
pts ALE,yciX
pts ALE,yobH
FDH-O,fdnH
FDH-O,ynjE
FDH-O,yedE
FDH-O,yedF
FDH-O,fdoI
FDH-O,fdoH
FDH-O,fdoG
GlcNAc,nagC
GlcNAc,nagA
GlcNAc,nagB
GlcNAc,nagE
GlcNAc,chiP
GlcNAc,chiQ
GlcNAc,ydeM
GlcNAc,ydeN
GlcNAc,dtpA
GlcNAc,nemR
GlcNAc,chbC
GlcNAc,chbB
GlcNAc,tyrP
GlcNAc,galP
GlcNAc,glmS
GlcNAc,glmU
GlcNAc,tpiA
YgbI,araD
YgbI,araA
YgbI,hyi
YgbI,glxR
YgbI,dmlA
YgbI,ygbJ
YgbI,ygbK
YgbI,ygbL
YgbI,ygbM
YgbI,ygbN
Lysine/T2SS,dapB
Lysine/T2SS,yaeI
Lysine/T2SS,dapD
Lysine/T2SS,maa
Lysine/T2SS,hha
Lysine/T2SS,tomB
Lysine/T2SS,nadA
Lysine/T2SS,flxA
Lysine/T2SS,gdhA
Lysine/T2SS,dmlA
Lysine/T2SS,lysP
Lysine/T2SS,nadB
Lysine/T2SS,lysA
Lysine/T2SS,gspC
Lysine/T2SS,gspD
Lysine/T2SS,gspE
Lysine/T2SS,gspF
Lysine/T2SS,gspG
Lysine/T2SS,glgA
Lysine/T2SS,glgC
Lysine/T2SS,glgX
Lysine/T2SS,glgB
Lysine/T2SS,asd
Lysine/T2SS,asnA
Lysine/T2SS,yjbD
Lysine/T2SS,lysC
Lysine/T2SS,yqiD
Fnr-3,bssR
Fnr-3,dmsA
Fnr-3,focA
Fnr-3,narK
Fnr-3,ompW
Fnr-3,ortT
Fnr-3,fdnG
Fnr-3,ydfZ
Fnr-3,ynfE
Fnr-3,bidA
Fnr-3,ydjX
Fnr-3,ydjY
Fnr-3,ynjE
Fnr-3,yecH
Fnr-3,yehD
Fnr-3,napF
Fnr-3,yfcZ
Fnr-3,iscR
Fnr-3,grcA
Fnr-3,hypB
Fnr-3,ttdR
Fnr-3,ubiU
Fnr-3,ubiV
Fnr-3,yhcC
Fnr-3,nirB
Fnr-3,feoA
Fnr-3,nikA
Fnr-3,nrdD
Fnr-3,yjjI
Fnr-3,ynfO
Fnr-3,yoeA
Fnr-3,ylcI
Fnr-3,yqiD
ythA,yffM
ythA,ygjH
ythA,ythA
entC/ubiC KO-1,entC
entC/ubiC KO-1,appC
entC/ubiC KO-1,menE
entC/ubiC KO-1,menC
entC/ubiC KO-1,menD
entC/ubiC KO-1,menF
yoaI,yoaI
Gluconate,aroP
Gluconate,eda
Gluconate,edd
Gluconate,gntT
Gluconate,gntK
Gluconate,fdoH
Gluconate,idnR
Gluconate,idnT
Gluconate,idnO
Gluconate,idnD
Gluconate,idnK
Gluconate,gntU
UC-9,fur
UC-9,rspB
UC-9,rspA
UC-9,yeiQ
UC-9,uxaA
UC-9,uxaC
UC-9,ibpB
UC-9,rhaS
UC-9,malE
UC-9,uxuA
Copper,cueO
Copper,copA
Copper,cusS
Copper,cusR
Copper,cusC
Copper,cusF
Copper,cusB
Copper,cusA
Copper,pheP
Copper,hprS
Copper,hprR
Thr/Ser-2,tdcD
Thr/Ser-2,tdcC
Thr/Ser-2,tdcB
Thr/Ser-2,tdcA
Thr/Ser-2,cadB
Membrane,fsr
Membrane,tfaX
Membrane,dgcI
Membrane,gfcA
Membrane,dgcT
Membrane,pqqL
Membrane,yddB
Membrane,yddA
Membrane,fumD
Membrane,gdhA
Membrane,yebQ
Membrane,ftnB
Membrane,yedA
Membrane,tsuB
Membrane,tsuA
Membrane,yfaZ
Membrane,evgA
Membrane,evgS
Membrane,ygaY
Membrane,ygaH
Membrane,mprA
Membrane,yghE
Membrane,yghF
Membrane,yghG
Membrane,pppA
Membrane,yqiJ
Membrane,yraQ
Membrane,gdx
Membrane,iraD
Membrane,kptA
Membrane,yghJ
Membrane,ycgH
Membrane,ytiD
Thiamine-1,thiB
Thiamine-1,thiD
Thiamine-1,thiM
Thiamine-1,thiH
Thiamine-1,thiG
Thiamine-1,thiF
Thiamine-1,thiE
Thiamine-1,thiC
Thiamine-1,thiS
Cold Shock,cspH
Cold Shock,cspG
Cold Shock,pinR
Cold Shock,ynaE
Cold Shock,ynfN
Cold Shock,cspI
Cold Shock,cspB
Cold Shock,cspF
Cold Shock,lpxP
Cold Shock,stpA
Cold Shock,cspA
Cold Shock,ymcF
Cold Shock,ynfQ
Cold Shock,ynaM
Cold Shock,ynfT
FliA,ykfB
FliA,modA
FliA,modB
FliA,modC
FliA,flgN
FliA,flgM
FliA,flgK
FliA,flgL
FliA,bhsA
FliA,ycgR
FliA,trg
FliA,flxA
FliA,ves
FliA,ynjH
FliA,cheZ
FliA,cheY
FliA,cheB
FliA,cheR
FliA,tap
FliA,tar
FliA,cheW
FliA,cheA
FliA,motB
FliA,motA
FliA,fliZ
FliA,fliC
FliA,fliD
FliA,fliS
FliA,fliT
FliA,fliK
FliA,aer
FliA,yhjG
FliA,pdeH
FliA,uhpT
FliA,rdcA
FliA,rdcB
FliA,tsr
Pyruvate-1,aceE
Pyruvate-1,aceF
Pyruvate-1,mqo
Pyruvate-1,yjiA
Pyruvate-1,yjiX
Pyruvate-1,btsT
ldrD,mokB
ldrD,yffM
ldrD,hokB
ldrD,ldrD
efeU Activation,entE
efeU Activation,entB
efeU Activation,entA
efeU Activation,entH
efeU Activation,efeO
efeU Activation,efeB
efeU Activation,phoH
efeU Activation,ynfM
efeU Activation,efeU
rcsB KO,glsA
rcsB KO,ybaT
rcsB KO,rcsB
rcsB KO,slp
rcsB KO,dctR
rcsB KO,gadE
rcsB KO,mdtE
rcsB KO,gadW
malE OE,dicB
malE OE,yeeT
malE OE,malE
Crp-2,aldA
Crp-2,ydcH
Crp-2,manX
Crp-2,manY
Crp-2,manZ
Crp-2,yobD
Crp-2,gatD
Crp-2,gatC
Crp-2,gatB
Crp-2,gatA
Crp-2,gatZ
Crp-2,gatY
Crp-2,mglC
Crp-2,mglA
Crp-2,mglB
Crp-2,glpT
Crp-2,raiA
Crp-2,gpr
Crp-2,yhfK
Crp-2,pepE
Crp-2,gatR
Cysteine-1,iaaA
Cysteine-1,gsiA
Cysteine-1,gsiB
Cysteine-1,yciW
Cysteine-1,tcyP
Cysteine-1,tcyN
Cysteine-1,tcyL
Cysteine-1,dcyD
Cysteine-1,tcyJ
Cysteine-1,cbl
Cysteine-1,tsuB
Cysteine-1,tsuA
Cysteine-1,yeiE
Cysteine-1,cysK
Cysteine-1,cysM
Cysteine-1,cysA
Cysteine-1,cysW
Cysteine-1,cysU
Cysteine-1,cysP
Cysteine-1,ygbE
Cysteine-1,cysC
Cysteine-1,cysN
Cysteine-1,cysD
Cysteine-1,cysH
Cysteine-1,cysI
Cysteine-1,cysJ
Cysteine-1,nlpA
Cysteine-1,sbp
Cysteine-1,zraP
Cysteine-1,iraD
Cysteine-1,ytiC
Cysteine-1,ytiD
Pyruvate-2,yhjX
Phosphate-2,phoE
Phosphate-2,phoA
Phosphate-2,psiF
Phosphate-2,phoR
Phosphate-2,ugpA
Phosphate-2,ugpB
Phosphate-2,waaH
Phosphate-2,tpiA
Phosphate-2,phnN
Phosphate-2,phnM
Phosphate-2,phnL
Phosphate-2,phnK
Phosphate-2,phnJ
Phosphate-2,phnI
Phosphate-2,phnH
Phosphate-2,phnG
Phosphate-2,phnF
Phosphate-2,phnD
Phosphate-2,phnC
Phosphate-2,phnE
Leucine,leuD
Leucine,leuC
Leucine,leuB
Leucine,leuA
Leucine,ilvN
Capsule,malZ
Capsule,lon
Capsule,ybcI
Capsule,ybdK
Capsule,ycfT
Capsule,rcsA
Capsule,ugd
Capsule,wcaM
